21_52_31 Location[fused 24.792070,121.009431 acc=50 et=+3m20s675ms] 10420
21_53_31 Location[fused 24.792050,121.008837 acc=50 et=+4m20s479ms] 10129
21_54_31 Location[fused 24.790615,121.010922 acc=7 et=+5m20s829ms] 10553
21_55_31 Location[fused 24.791092,121.010577 acc=5 et=+6m20s810ms alt=-2.4 vel=0.58420974 bear=61.0] 10417
21_56_31 Location[fused 24.790970,121.010517 acc=6 et=+7m20s920ms alt=-3.0 vel=1.2883497 bear=108.0] 10489
21_57_31 Location[fused 24.791582,121.010018 acc=6 et=+8m20s540ms alt=-3.5 vel=1.3079091 bear=275.0] 10058
21_58_31 Location[fused 24.791613,121.009928 acc=6 et=+9m20s983ms alt=-3.4 vel=0.0 bear=0.0] 10434
21_59_31 Location[fused 24.791942,121.009388 acc=6 et=+10m21s207ms alt=93.2 vel=0.0] 10601
22_00_32 Location[fused 24.792050,121.008837 acc=50 et=+11m21s443ms] 10775
22_01_31 Location[fused 24.790777,121.010307 acc=6 et=+12m21s207ms alt=31.2 vel=0.0 bear=0.0] 10459
22_02_31 Location[fused 24.790112,121.010610 acc=7 et=+13m21s210ms alt=31.6 vel=1.6738766 bear=149.0] 10385
22_03_32 Location[fused 24.791455,121.009822 acc=6 et=+14m22s210ms alt=31.2 vel=0.22287472 bear=44.0] 11335
22_04_32 Location[fused 24.791228,121.009973 acc=6 et=+15m22s218ms alt=30.7 vel=1.2775406 bear=115.0] 11270
22_05_32 Location[fused 24.789745,121.010738 acc=7 et=+16m22s208ms alt=30.8 vel=0.06279611 bear=276.0] 11204
22_06_32 Location[fused 24.791473,121.009847 acc=6 et=+17m22s213ms alt=29.2 vel=2.1885989 bear=113.0] 11162
22_07_32 Location[fused 24.791158,121.009993 acc=6 et=+18m22s210ms alt=28.9 vel=0.0 bear=0.0] 11120
22_08_32 Location[fused 24.791775,121.009475 acc=5 et=+19m22s214ms alt=29.5 vel=0.0 bear=0.0] 11047
22_09_32 Location[fused 24.791365,121.009898 acc=6 et=+20m22s210ms alt=29.0 vel=0.0] 10950
22_10_32 Location[fused 24.791580,121.009412 acc=6 et=+21m22s215ms alt=141.6 vel=0.8168642 bear=140.0] 10868
22_11_32 Location[fused 24.791438,121.009693 acc=6 et=+22m22s216ms alt=129.2 vel=0.59090114 bear=111.0] 10801
22_12_32 Location[fused 24.791697,121.009827 acc=6 et=+23m22s213ms alt=129.2 vel=0.8683364 bear=117.0] 10734
22_13_32 Location[fused 24.791923,121.009268 acc=5 et=+24m22s211ms alt=129.3 vel=1.3295275 bear=321.0] 10687
22_14_32 Location[fused 24.791973,121.009235 acc=6 et=+25m22s214ms alt=129.5 vel=0.34434918 bear=141.0] 10634
22_15_32 Location[fused 24.791960,121.009222 acc=6 et=+26m22s213ms alt=127.7 vel=0.59398943 bear=146.0] 10566
22_16_32 Location[fused 24.792053,121.009187 acc=6 et=+27m22s212ms alt=128.9 vel=0.0] 10492
22_17_32 Location[fused 24.791518,121.009573 acc=6 et=+28m22s211ms alt=128.9 vel=0.54251724 bear=100.0] 10432
22_18_32 Location[fused 24.791808,121.009280 acc=6 et=+29m22s213ms alt=129.0 vel=0.0] 10359
22_19_32 Location[fused 24.792028,121.009222 acc=6 et=+30m22s210ms alt=128.5 vel=0.0] 10307
22_20_32 Location[fused 24.791578,121.009335 acc=6 et=+31m22s215ms alt=128.4 vel=0.0] 10269
22_21_32 Location[fused 24.792272,121.009077 acc=6 et=+32m22s213ms alt=129.1 vel=0.30728915 bear=326.0] 10198
22_22_32 Location[fused 24.791757,121.009377 acc=6 et=+33m22s213ms alt=127.7 vel=1.7629236 bear=110.0] 10119
22_23_32 Location[fused 24.792255,121.009160 acc=6 et=+34m22s215ms alt=127.9 vel=0.6413439 bear=327.0] 10034
22_24_33 Location[fused 24.791707,121.009333 acc=6 et=+35m23s211ms alt=127.5 vel=0.5203842 bear=142.0] 10987
22_25_33 Location[fused 24.792238,121.009075 acc=6 et=+36m23s213ms alt=127.9 vel=0.75149447 bear=352.0] 10923
22_26_33 Location[fused 24.792438,121.009040 acc=6 et=+37m23s211ms alt=126.3 vel=0.49001557 bear=137.0] 10844
22_27_33 Location[fused 24.792350,121.009060 acc=6 et=+38m23s215ms alt=125.5 vel=0.7216405 bear=130.0] 10790
22_28_33 Location[fused 24.792472,121.008940 acc=6 et=+39m23s211ms alt=126.3 vel=0.42258695 bear=221.0] 10723
22_29_33 Location[fused 24.792613,121.008907 acc=6 et=+40m23s214ms alt=127.2 vel=1.0860639 bear=349.0] 10647
22_30_33 Location[fused 24.792672,121.008950 acc=6 et=+41m23s218ms alt=126.9 vel=0.0] 10599
22_31_33 Location[fused 24.791385,121.009357 acc=6 et=+42m23s212ms alt=126.6 vel=0.27640584 bear=261.0] 10541
22_32_33 Location[fused 24.791252,121.009357 acc=6 et=+43m23s212ms alt=127.2 vel=0.42567527 bear=225.0] 10475
22_33_33 Location[fused 24.791472,121.009335 acc=6 et=+44m23s218ms alt=126.9 vel=0.38089445 bear=11.0] 10409
22_34_33 Location[fused 24.791445,121.009342 acc=6 et=+45m23s222ms alt=126.2 vel=0.18684417 bear=331.0] 10351
22_35_33 Location[fused 24.791308,121.009393 acc=6 et=+46m23s212ms alt=125.9 vel=0.22493361 bear=286.0] 10304
22_36_33 Location[fused 24.791270,121.009313 acc=6 et=+47m23s218ms alt=126.4 vel=0.68766886 bear=92.0] 10233
22_37_33 Location[fused 24.791445,121.009243 acc=6 et=+48m23s213ms alt=126.7 vel=1.0829755 bear=335.0] 10180
22_38_33 Location[fused 24.791307,121.009280 acc=6 et=+49m23s214ms alt=126.7 vel=0.22544834 bear=327.0] 10143
22_39_33 Location[fused 24.791413,121.009322 acc=6 et=+50m23s213ms alt=125.7 vel=0.713405 bear=125.0] 10103
22_40_33 Location[fused 24.791345,121.009270 acc=6 et=+51m23s214ms alt=126.1 vel=0.6511236 bear=78.0] 10037
22_41_34 Location[fused 24.791252,121.009385 acc=6 et=+52m24s214ms alt=123.2 vel=1.2260684 bear=100.0] 10969
22_42_34 Location[fused 24.791373,121.009363 acc=6 et=+53m24s210ms alt=124.1 vel=1.4875473 bear=132.0] 10908
22_43_34 Location[fused 24.791157,121.009367 acc=6 et=+54m24s209ms alt=125.4 vel=0.41126305 bear=275.0] 10835
22_44_34 Location[fused 24.791573,121.009223 acc=6 et=+55m24s218ms alt=125.3 vel=0.26714084 bear=124.0] 10775
22_45_34 Location[fused 24.791347,121.009383 acc=6 et=+56m24s209ms alt=125.3 vel=0.0] 10724
22_46_34 Location[fused 24.791223,121.009420 acc=6 et=+57m24s206ms alt=125.6 vel=0.051986944 bear=299.0] 10656
22_47_34 Location[fused 24.791108,121.009523 acc=6 et=+58m24s215ms alt=122.8 vel=0.0 bear=0.0] 10629
22_48_34 Location[fused 24.791222,121.009452 acc=6 et=+59m24s213ms alt=124.8 vel=0.24861084 bear=293.0] 10569
22_49_34 Location[fused 24.791268,121.009450 acc=6 et=+1h0m24s212ms alt=125.0 vel=0.0] 10481
22_50_34 Location[fused 24.791257,121.009425 acc=6 et=+1h1m24s213ms alt=124.7 vel=0.3546436 bear=357.0] 10417
22_51_34 Location[fused 24.791330,121.009328 acc=6 et=+1h2m24s215ms alt=125.5 vel=0.47302973 bear=327.0] 10366
22_52_34 Location[fused 24.791455,121.009430 acc=6 et=+1h3m24s213ms alt=125.1 vel=0.57494473 bear=316.0] 10312
23_46_17 Location[fused 24.791527,121.009268 acc=7 et=+1h57m7s0ms alt=124.8 vel=2.3579426 bear=322.0] 3173025
23_46_27 Location[fused 24.791527,121.009268 acc=7 et=+1h57m17s124ms alt=124.8 vel=2.3579426 bear=322.0] 10092
23_47_28 Location[fused 24.792070,121.009431 acc=32 et=+1h58m17s754ms] 10669
23_48_29 Location[fused 24.792070,121.009431 acc=24 et=+1h59m18s616ms] 11475
23_49_28 Location[fused 24.792062,121.009420 acc=36 et=+2h0m18s127ms] 10909
23_50_28 Location[fused 24.792045,121.008860 acc=33 et=+2h1m18s228ms] 10924
01_45_21 Location[fused 24.792045,121.008860 acc=23 et=+3h56m11s179ms] 3243806
01_45_35 Location[fused 24.792050,121.008837 acc=50 et=+3h56m24s862ms] 13642
01_46_31 Location[fused 24.792050,121.008837 acc=35 et=+3h57m21s370ms] 10111
01_47_32 Location[fused 24.792050,121.008837 acc=50 et=+3h58m22s95ms] 10767
01_48_32 Location[fused 24.792054,121.008840 acc=20 et=+3h59m22s82ms] 10716
01_49_35 Location[fused 24.792050,121.008837 acc=33 et=+4h0m25s227ms] 13798
01_50_35 Location[fused 24.792050,121.008837 acc=50 et=+4h1m25s202ms] 13725
01_51_32 Location[fused 24.791770,121.009228 acc=6 et=+4h2m22s216ms alt=131.7 vel=0.8456886 bear=121.0] 10687
01_52_32 Location[fused 24.791268,121.009582 acc=6 et=+4h3m22s211ms alt=130.2 vel=0.0] 10615
01_53_32 Location[fused 24.791790,121.009318 acc=6 et=+4h4m22s210ms alt=131.5 vel=0.0] 10562
01_54_32 Location[fused 24.791908,121.009422 acc=96 et=+4h5m22s213ms alt=131.6 vel=0.0] 10501
01_55_33 Location[fused 24.792050,121.008837 acc=33 et=+4h6m22s740ms] 10950
03_19_47 Location[fused 24.792050,121.008837 acc=28 et=+5h30m36s863ms] 1404996
03_20_00 Location[fused 24.792064,121.009246 acc=28 et=+5h30m50s312ms] 13414
