lat,lon,bear,heading,magx_kalman,magy_kalman,magz_kalman,magx_lowess,magy_lowess,magz_lowess,mag,mag_kalman,mag_lowess,timestamp,intersection_points,33_dbm,25_dbm,181_dbm,200_dbm,208_dbm,label
24.789309699999997,120.99508190000002,353.2019348144531,-62.368534,-13.427387479260254,2.87429597711088,-11.307487069697908,-17.433467506984996,12.4325889791677,-20.160864779190184,37.05484509372561,17.788073974256353,29.410126260980505,16,0,-90.0,0.0,0.0,0.0,0.0,0
24.789324399999998,120.99507709999999,357.780029296875,7.673278999999999,-15.039034367916736,5.626746876778288,-10.430970486918907,-17.293182375505438,12.212503100274642,-20.3026837423442,32.086314839819174,19.147793095646513,29.3325477207207,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789324399999998,120.99507709999999,357.780029296875,26.19428,-16.944886499889204,6.5698813517876165,-10.285824085860082,-17.153130609649196,11.992238586838976,-20.44365591603815,32.910312815286396,20.88278469447869,29.25725112256303,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789324399999998,120.99507709999999,357.780029296875,-135.89606,-18.82559449700983,5.936347514828962,-11.471270916321892,-17.013315232481737,11.771790022303161,-20.583769275059925,35.95852528399907,22.830534080882018,29.18423363903689,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789324399999998,120.99507709999999,357.780029296875,-112.77418999999999,-19.712430898783317,6.535078278424834,-12.145190091777947,-16.87373928219848,11.551147741182605,-20.72301797725989,35.97453954674061,24.058113442451564,29.113494561595875,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7893428,120.99507120000001,5.57368803024292,21.016214,-20.1799841462344,7.979123356435697,-11.602786267216622,-16.73440557915209,11.330306003769335,-20.861397884906154,33.48897548865901,24.60737326173194,29.04503547835628,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7893428,120.99507120000001,5.57368803024292,42.570053,-21.170318182942964,7.758726142755483,-11.961875956848878,-16.595316793419435,11.109263174353208,-20.99890468065705,33.383354273589724,25.52384531633825,28.97885894127493,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7893553,120.99506720000001,2.1567556858062744,-58.262825,-21.61687818919048,6.716541135949095,-13.829024334445355,-16.45647559592802,10.888013973709068,-21.13553922734141,38.141740914646256,26.526274927322106,28.914969406201106,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7893553,120.99506720000001,2.1567556858062744,-90.64625,-21.483705430130524,7.1990257503551875,-14.977004699081599,-16.317884462686656,10.666550371852951,-21.27130836030809,36.02568860899129,27.160379977445256,28.85337431795768,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7893553,120.99506720000001,2.1567556858062744,56.023796,-21.520867045009226,8.11327561447193,-14.799868262208735,-16.179545635079233,10.444867858048589,-21.40621950826989,32.788449159665966,27.349754297691273,28.79408264150713,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7893553,120.99506720000001,2.1567556858062744,10.27135,-21.814015293235354,7.6430396171189745,-16.284019895643308,-16.041461256205817,10.222964641564676,-21.540279180231988,34.459437023840074,28.274310279192722,28.73710341108459,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789378399999997,120.9950562,355.3197021484375,-59.54101,-21.23835935238981,7.035083165121026,-18.246167326332372,-15.903633372643945,10.000835818394368,-21.67349885937275,37.59535077639255,28.870104350728145,28.68244801834714,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789392199999998,120.9950506,353.3658752441406,-12.233478999999999,-20.728358221000352,7.660795961431763,-19.178602524947472,-15.76606378705919,9.778476614913385,-21.805893579157996,33.34990762266069,29.26040710774072,28.630130405424126,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789392199999998,120.9950506,353.3658752441406,30.182432000000002,-19.963213695423416,7.772261069747936,-20.156239935094916,-15.62875414202132,9.555885807184703,-21.9374775519267,33.26479153098665,29.41448540271571,28.58016499135354,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789392199999998,120.9950506,353.3658752441406,-110.83731,-18.99363706705894,6.824542405396909,-21.881395903385847,-15.49170590513092,9.333060756953266,-22.06826623284192,36.72343041917518,29.767904104234933,28.532566471799207,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789392199999998,120.9950506,353.3658752441406,-114.474205,-17.659724820435514,6.644876783074105,-23.034893712935894,-15.354920369928006,9.109995911896421,-22.198277722034245,39.97004165872241,29.77627573357684,28.487350506955913,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7894154,120.9950378,348.973876953125,26.899612,-16.969211716833414,7.79557864348988,-22.979887231139926,-15.218398701419895,8.88668915052902,-22.32752888207956,33.233770847738626,29.61081575764943,28.444532850331818,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7894154,120.9950378,348.973876953125,-3.3860579,-16.085782070734297,7.816871922318264,-23.641339132638286,-15.082142119183638,8.663142149132998,-22.456033894871744,34.03042110053887,29.64403460161081,28.404128240221816,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789428100000002,120.99503200000001,347.9521789550781,-27.224869,-14.857405995647362,7.68198908073836,-24.11463875862861,-14.946151785392699,8.439354065830742,-22.583808103454007,40.22103926394742,29.347423594162994,28.366151284481404,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789428100000002,120.99503200000001,347.9521789550781,-58.28331,-14.745645812855592,8.775295483310899,-23.274817809834538,-14.810428818428177,8.215323704469299,-22.71086609439035,34.99995999997714,28.916379879552583,28.330615667723713,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789428100000002,120.99503200000001,347.9521789550781,55.020077,-14.972564967842874,9.33444907867332,-21.922035127402175,-14.674974546721343,7.991052953502023,-22.837218916177246,33.772858593255044,28.14045602767794,28.297532985721503,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.789428100000002,120.99503200000001,347.9521789550781,-90.50211999999999,-15.542451751455692,8.231808669771903,-22.066865643948518,-14.539790451323595,7.7665417265539185,-22.962876504121105,34.58259677930505,28.218381239364803,28.266913062841176,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7894494,120.99501950000001,345.3147277832031,8.219882,-15.322905527007418,7.300989566817925,-22.043201130333692,-14.404878070116771,7.541786471812388,-23.087852199470895,40.003174874002184,27.820830298837652,28.238767228509754,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7894494,120.99501950000001,345.3147277832031,-14.538316,-14.940940871419299,8.451465270309834,-21.341698598890538,-14.270238794080273,7.31678396783512,-23.21216000940919,32.06964920294576,27.388447900974366,28.213107152074866,16,0,-90.0,-95.0,0.0,0.0,0.0,0
24.7894669,120.9950085,343.0196533203125,41.829914,-14.89356972330541,8.364264358844027,-21.046517047447303,-14.135873948573987,7.091532738097171,-23.335813141472823,31.400183599781727,27.105999653140962,28.189944019795647,16,0,-90.0,-95.0,0.0,0.0,0.0,0
