iteration,loss,acc,binary_crossentropy,val_loss,val_acc,val_binary_crossentropy
python bpnn_2.py --train_file /home/gio/MagRss/tf/train/files/m1/master_6.csv --dbm --epochs 1000 --batch_size 1 --tensorboard --features lat lon bear heading magx_lowess magy_lowess magz_lowess mag_lowess,7.2920,0.5273,7.2923,6.9287,0.5508,6.9286
