lat, lon, acc, bear, bearAcc, magnetometer_x, magnetometer_y, magnetometer_z, heading, 33_asuLevel, 33_cqi, 33_dbm, 33_level, 33_rsrp, 33_rsrq, 33_rssnr, timestamp, label
24.7880377,120.9947583,9.958000183105469,92.18771362304688,0.0,-35.16,-19.92,-31.74,-74.4411,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880434,120.9947762,9.987000465393066,89.66853332519531,0.0,-11.82,13.74,-43.8,44.01003,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880434,120.9947762,9.987000465393066,89.66853332519531,0.0,-7.3799996,28.8,-35.82,14.9855,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880434,120.9947762,9.987000465393066,89.66853332519531,0.0,-34.32,-13.139999,-36.0,48.423344,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880479,120.9947933,10.013999938964844,87.64073181152344,0.0,-31.5,-10.92,-37.92,102.51179,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880479,120.9947933,10.013999938964844,87.64073181152344,0.0,-17.88,17.76,-41.399998,-24.151466,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880535,120.99481,10.065999984741211,85.77774810791016,0.0,-22.8,6.7799997,-43.559998,69.97341,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880535,120.99481,10.065999984741211,85.77774810791016,0.0,-36.48,-16.199999,-33.48,-37.176655,33_57,33_15,33_-83,33_3,33_-83,33_-10,33_10,181_57,181_0,181_-83,181_2,181_-83,181_-14,181_0,16,SIDEWALK
24.7880535,120.99481,10.065999984741211,85.77774810791016,0.0,-27.06,2.1599998,-43.5,69.160286,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880535,120.99481,10.065999984741211,85.77774810791016,0.0,-9.599999,15.42,-43.2,-57.11055,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880616,120.9948272,10.0649995803833,83.27741241455078,0.0,-35.219997,-9.719999,-38.219997,113.76411,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880616,120.9948272,10.0649995803833,83.27741241455078,0.0,-36.239998,-15.179999,-34.86,103.51093,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880661,120.994843,10.079000473022461,82.33505249023438,0.0,-18.9,12.66,-43.14,17.075918,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880661,120.994843,10.079000473022461,82.33505249023438,0.0,-17.34,16.619999,-43.379997,37.7394,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880661,120.994843,10.079000473022461,82.33505249023438,0.0,-40.26,-13.74,-32.82,76.57046,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880661,120.994843,10.079000473022461,82.33505249023438,0.0,-32.52,-3.6,-42.3,95.33627,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880754,120.9948596,10.166999816894531,79.6935043334961,0.0,-3.0,31.92,-32.94,-18.683079,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880754,120.9948596,10.166999816894531,79.6935043334961,0.0,-16.26,22.26,-41.04,55.933456,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880754,120.9948596,10.166999816894531,79.6935043334961,0.0,-31.019999,2.04,-43.02,62.033356,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880828,120.9948747,10.154999732971191,77.71587371826172,0.0,-20.22,19.26,-42.719997,58.02308,33_60,33_12,33_-80,33_3,33_-80,33_-11,33_13,16,SIDEWALK
24.7880828,120.9948747,10.154999732971191,77.71587371826172,0.0,-14.16,25.199999,-38.579998,-46.066414,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7880828,120.9948747,10.154999732971191,77.71587371826172,0.0,-36.059998,-13.5,-36.66,-170.05177,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7880828,120.9948747,10.154999732971191,77.71587371826172,0.0,-40.86,-9.599999,-34.98,52.981525,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7880912,120.9948903,10.177000045776367,75.36285400390625,0.0,-27.18,25.019999,-39.719997,19.146221,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7880912,120.9948903,10.177000045776367,75.36285400390625,0.0,-5.58,19.98,-41.04,2.8994477,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7880999,120.9949065,10.220000267028809,73.40605926513672,0.0,-34.559998,-8.4,-39.42,96.80599,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7880999,120.9949065,10.220000267028809,73.40605926513672,0.0,-35.64,5.7,-41.46,82.05435,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881055,120.9949204,10.255999565124512,72.98146057128906,0.0,-5.4,23.46,-38.579998,-46.645218,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881055,120.9949204,10.255999565124512,72.98146057128906,0.0,-18.6,14.28,-45.059998,58.504154,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881055,120.9949204,10.255999565124512,72.98146057128906,0.0,-39.059998,-3.72,-39.36,14.736734,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881055,120.9949204,10.255999565124512,72.98146057128906,0.0,-17.88,16.26,-43.559998,52.994305,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881156,120.9949361,10.239999771118164,71.20523071289062,0.0,-4.62,26.46,-37.86,-56.307632,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.788123,120.9949493,10.255000114440918,69.89358520507812,0.0,-34.739998,-3.06,-40.62,96.51872,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.788123,120.9949493,10.255000114440918,69.89358520507812,0.0,-40.98,-6.8999996,-36.18,68.49579,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.788123,120.9949493,10.255000114440918,69.89358520507812,0.0,-13.08,23.88,-38.94,33.33855,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.788123,120.9949493,10.255000114440918,69.89358520507812,0.0,-1.62,28.68,-35.82,-4.5611877,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881353,120.9949621,10.217000007629395,66.32105255126953,0.0,-27.119999,-10.5,-40.8,70.78529,33_61,33_2147483647,33_-79,33_3,33_-79,33_-12,33_12,16,SIDEWALK
24.7881353,120.9949621,10.217000007629395,66.32105255126953,0.0,-28.26,-0.06,-43.32,83.77154,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881447,120.9949754,10.13700008392334,54.566802978515625,0.0,-2.22,25.38,-37.44,-28.39597,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881447,120.9949754,10.13700008392334,54.566802978515625,0.0,-8.5199995,9.0,-43.379997,62.933815,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881447,120.9949754,10.13700008392334,54.566802978515625,0.0,-32.52,-8.76,-40.2,56.68199,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881612,120.994982,10.170999526977539,42.22966384887695,0.0,-12.599999,10.559999,-43.32,50.28222,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881612,120.994982,10.170999526977539,42.22966384887695,0.0,2.9399998,23.519999,-36.719997,-135.49878,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881748,120.9949889,10.164999961853027,38.98224639892578,0.0,-14.759999,-2.1599998,-44.399998,91.25669,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881748,120.9949889,10.164999961853027,38.98224639892578,0.0,-28.5,-3.3,-43.62,77.4532,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881748,120.9949889,10.164999961853027,38.98224639892578,0.0,7.3799996,25.92,-31.5,-4.2450514,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881748,120.9949889,10.164999961853027,38.98224639892578,0.0,8.94,28.14,-28.26,-10.23941,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881909,120.9949936,10.147000312805176,36.08393859863281,0.0,-24.84,-0.29999998,-44.1,61.96971,33_64,33_11,33_-76,33_3,33_-76,33_-8,33_17,16,SIDEWALK
24.7881909,120.9949936,10.147000312805176,36.08393859863281,0.0,-28.5,14.82,-42.54,72.5623,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882069,120.9949998,10.140999794006348,37.03041458129883,0.0,-8.46,44.46,-18.96,-2.8851585,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882069,120.9949998,10.140999794006348,37.03041458129883,0.0,-7.3799996,32.28,-35.46,29.559208,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882069,120.9949998,10.140999794006348,37.03041458129883,0.0,-39.42,16.56,-37.92,30.886847,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882069,120.9949998,10.140999794006348,37.03041458129883,0.0,-15.719999,32.399998,-35.04,26.766222,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882235,120.9950045,10.11400032043457,29.485654830932617,0.0,6.42,37.5,-21.42,-32.24741,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882235,120.9950045,10.11400032043457,29.485654830932617,0.0,-5.46,16.26,-42.78,73.556694,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882235,120.9950045,10.11400032043457,29.485654830932617,0.0,-20.34,-9.42,-43.559998,-20.200964,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882363,120.9950105,10.119999885559082,31.323436737060547,0.0,-1.8,25.14,-37.38,18.329062,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.7882363,120.9950105,10.119999885559082,31.323436737060547,0.0,13.44,26.34,-26.099998,-50.939278,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.788246,120.9950178,10.130000114440918,31.41946029663086,0.0,-17.1,2.1,-45.3,77.75697,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.788246,120.9950178,10.130000114440918,31.41946029663086,0.0,-15.599999,4.98,-45.66,87.43484,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.788246,120.9950178,10.130000114440918,31.41946029663086,0.0,8.58,28.619999,-29.039999,-23.53664,33_65,33_12,33_-75,33_3,33_-75,33_-11,33_15,16,SIDEWALK
24.788246,120.9950178,10.130000114440918,31.41946029663086,0.0,8.94,26.22,-30.9,-11.696288,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882606,120.9950268,10.107000350952148,36.08543395996094,0.0,-10.0199995,-8.82,-42.059998,70.667854,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882606,120.9950268,10.107000350952148,36.08543395996094,0.0,-4.44,10.62,-41.82,67.40959,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882746,120.9950363,10.015000343322754,38.53334045410156,0.0,13.559999,27.72,-23.88,-54.11645,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882746,120.9950363,10.015000343322754,38.53334045410156,0.0,6.48,14.4,-37.44,39.893623,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882746,120.9950363,10.015000343322754,38.53334045410156,0.0,-12.24,-6.72,-43.079998,16.140978,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882905,120.995045,9.993000030517578,31.83823585510254,0.0,8.88,19.619999,-33.66,12.047755,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7882905,120.995045,9.993000030517578,31.83823585510254,0.0,23.46,27.779999,-4.8599997,-73.124725,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7883062,120.9950512,9.996000289916992,29.58317756652832,0.0,13.559999,21.3,-28.859999,64.38411,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7883062,120.9950512,9.996000289916992,29.58317756652832,0.0,14.4,20.52,-28.439999,45.806736,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7883062,120.9950512,9.996000289916992,29.58317756652832,0.0,24.66,25.8,-9.719999,-43.814934,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7883062,120.9950512,9.996000289916992,29.58317756652832,0.0,21.42,31.679998,-5.04,-13.026666,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7883062,120.9950512,9.996000289916992,29.58317756652832,0.0,14.639999,38.28,-5.04,16.038128,33_62,33_15,33_-78,33_3,33_-78,33_-12,33_11,16,SIDEWALK
24.7883233,120.9950585,10.019000053405762,21.19582748413086,0.0,6.0,33.78,27.24,-48.63687,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883233,120.9950585,10.019000053405762,21.19582748413086,0.0,-5.3399997,-12.54,38.94,12.791364,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883233,120.9950585,10.019000053405762,21.19582748413086,0.0,-6.6,-26.699999,27.48,156.65724,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883233,120.9950585,10.019000053405762,21.19582748413086,0.0,28.92,-4.38,-2.1599998,-129.8198,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883233,120.9950585,10.019000053405762,21.19582748413086,0.0,15.0,5.94,-31.98,103.01976,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.788345,120.9950631,9.986000061035156,329.64166259765625,0.0,11.04,7.02,-35.82,74.51292,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.788345,120.9950631,9.986000061035156,329.64166259765625,0.0,36.78,17.1,-13.98,-29.729153,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883471,120.9950548,9.92300033569336,301.51348876953125,0.0,24.359999,28.32,18.84,-46.439095,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883471,120.9950548,9.92300033569336,301.51348876953125,0.0,25.68,32.46,8.82,-73.58485,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883471,120.9950548,9.92300033569336,301.51348876953125,0.0,14.219999,28.8,-28.32,31.515999,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883467,120.9950495,9.781000137329102,314.8114013671875,0.0,8.28,5.4,-43.32,82.43819,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883467,120.9950495,9.781000137329102,314.8114013671875,0.0,15.96,28.8,-27.66,-26.569317,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883467,120.9950495,9.781000137329102,314.8114013671875,0.0,15.78,36.0,-16.44,-52.421238,33_58,33_14,33_-82,33_2,33_-82,33_-10,33_3,16,SIDEWALK
24.7883453,120.9950463,9.659000396728516,258.3786315917969,0.0,3.1799998,9.78,-43.98,92.28476,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883453,120.9950463,9.659000396728516,258.3786315917969,0.0,-7.3799996,-8.28,-43.86,52.033882,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883512,120.9950452,9.690999984741211,335.2819519042969,0.0,9.96,26.939999,-33.42,7.9445686,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883512,120.9950452,9.690999984741211,335.2819519042969,0.0,24.539999,31.679998,-16.619999,-31.730713,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883512,120.9950452,9.690999984741211,335.2819519042969,0.0,9.0,1.1999999,-44.16,78.89974,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883512,120.9950452,9.690999984741211,335.2819519042969,0.0,10.38,10.679999,-41.76,84.77453,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883639,120.9950475,9.78499984741211,349.4821472167969,0.0,22.98,36.78,-11.759999,-35.77146,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883801,120.9950507,9.71399974822998,10.85865592956543,0.0,27.84,26.34,-21.18,-27.581861,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883801,120.9950507,9.71399974822998,10.85865592956543,0.0,6.72,-2.76,-42.48,64.67441,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883801,120.9950507,9.71399974822998,10.85865592956543,0.0,11.94,16.02,-39.0,45.289696,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883801,120.9950507,9.71399974822998,10.85865592956543,0.0,27.119999,29.939999,-15.78,-56.221252,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883974,120.9950584,9.678999900817871,13.109960556030273,0.0,17.82,12.179999,-37.98,31.864069,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7883974,120.9950584,9.678999900817871,13.109960556030273,0.0,5.04,-3.84,-42.48,34.74633,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884125,120.9950661,9.74899959564209,18.70090675354004,0.0,20.039999,28.859999,-27.539999,-8.444379,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884125,120.9950661,9.74899959564209,18.70090675354004,0.0,31.14,30.3,-6.6,-82.51972,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884125,120.9950661,9.74899959564209,18.70090675354004,0.0,14.58,6.7799997,-41.219997,83.69833,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884125,120.9950661,9.74899959564209,18.70090675354004,0.0,11.82,8.5199995,-41.579998,91.01348,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884255,120.995075,9.845000267028809,20.42442512512207,0.0,27.119999,35.28,-7.8599997,-47.558712,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884255,120.995075,9.845000267028809,20.42442512512207,0.0,28.619999,25.38,-22.02,-34.06395,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884255,120.995075,9.845000267028809,20.42442512512207,0.0,9.059999,-3.54,-44.579998,45.021164,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884255,120.995075,9.845000267028809,20.42442512512207,0.0,23.4,34.559998,-21.359999,-6.527028,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884414,120.9950844,10.027999877929688,18.563234329223633,0.0,28.74,37.079998,4.3199997,-72.97387,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884562,120.9950891,10.092000007629395,13.42805004119873,0.0,19.98,-3.6,-39.66,117.57321,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884562,120.9950891,10.092000007629395,13.42805004119873,0.0,20.52,6.06,-37.68,101.625465,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884724,120.9950928,10.128000259399414,10.285120964050293,0.0,29.82,33.18,1.56,-50.29637,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884724,120.9950928,10.128000259399414,10.285120964050293,0.0,31.92,20.939999,-21.66,-57.560413,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884724,120.9950928,10.128000259399414,10.285120964050293,0.0,14.58,-9.66,-39.84,36.412888,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884724,120.9950928,10.128000259399414,10.285120964050293,0.0,28.08,30.96,-13.32,-21.669193,33_49,33_11,33_-91,33_2,33_-91,33_-13,33_5,16,SIDEWALK
24.7884904,120.9950946,10.062000274658203,6.449215888977051,0.0,34.44,28.98,8.639999,-59.410862,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7884904,120.9950946,10.062000274658203,6.449215888977051,0.0,16.08,-2.1599998,-40.5,87.92094,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7884904,120.9950946,10.062000274658203,6.449215888977051,0.0,20.699999,16.5,-35.04,54.875793,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7885096,120.9950944,9.958000183105469,2.3247432708740234,0.0,29.039999,34.14,-1.14,-92.00241,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7885096,120.9950944,9.958000183105469,2.3247432708740234,0.0,25.859999,12.96,-32.76,82.38362,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7885096,120.9950944,9.958000183105469,2.3247432708740234,0.0,13.2,-3.06,-42.059998,91.995605,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7885288,120.9950944,9.979000091552734,359.5797424316406,0.0,36.719997,22.14,-14.099999,-45.02047,33_64,33_13,33_-76,33_3,33_-76,33_-12,33_11,16,SIDEWALK
24.7885288,120.9950944,9.979000091552734,359.5797424316406,0.0,38.82,20.76,4.02,-66.39293,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885458,120.9950943,10.02400016784668,358.3030700683594,0.0,27.539999,5.7599998,-33.36,71.09871,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885458,120.9950943,10.02400016784668,358.3030700683594,0.0,30.539999,32.82,-9.0,-26.971624,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885458,120.9950943,10.02400016784668,358.3030700683594,0.0,32.52,31.38,6.8399997,-87.59685,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885458,120.9950943,10.02400016784668,358.3030700683594,0.0,19.02,10.2,-39.059998,95.36824,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885634,120.9950921,9.982000350952148,353.8790283203125,0.0,19.619999,6.6,-39.48,93.25665,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885634,120.9950921,9.982000350952148,353.8790283203125,0.0,29.88,36.059998,-2.1599998,-61.20824,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885836,120.9950872,9.812000274658203,354.88275146484375,0.0,32.94,23.939999,-19.439999,-34.90018,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885836,120.9950872,9.812000274658203,354.88275146484375,0.0,10.32,-2.82,-44.46,49.132732,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885836,120.9950872,9.812000274658203,354.88275146484375,0.0,24.66,29.039999,-24.48,-22.498451,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885998,120.9950849,9.791999816894531,359.5085754394531,0.0,35.52,28.619999,0.06,-69.35674,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885998,120.9950849,9.791999816894531,359.5085754394531,0.0,8.16,1.5,-43.32,93.17326,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7885998,120.9950849,9.791999816894531,359.5085754394531,0.0,15.299999,10.08,-40.86,94.15132,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7886195,120.9950839,9.895999908447266,0.5101698637008667,0.0,28.019999,36.719997,-6.0,-84.01338,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7886195,120.9950839,9.895999908447266,0.5101698637008667,0.0,26.099998,9.96,-35.04,57.212173,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7886372,120.9950839,9.961000442504883,0.5517681241035461,0.0,4.68,-10.38,-43.079998,52.76368,33_51,33_11,33_-89,33_2,33_-89,33_-12,33_7,25_50,25_0,25_-90,25_2,25_-90,25_-19,25_0,16,SIDEWALK
24.7886372,120.9950839,9.961000442504883,0.5517681241035461,0.0,24.24,30.24,-22.859999,-24.052158,33_58,33_2147483647,33_-82,33_2,33_-82,33_-12,33_3,16,SIDEWALK
24.7886372,120.9950839,9.961000442504883,0.5517681241035461,0.0,32.579998,30.779999,-3.6,-46.802288,33_58,33_2147483647,33_-82,33_2,33_-82,33_-12,33_3,16,SIDEWALK
