lat, lon, acc, bear, bearAcc, magnetometer_x, magnetometer_y, magnetometer_z, heading, 33_asuLevel, 33_cqi, 33_dbm, 33_level, 33_rsrp, 33_rsrq, 33_rssnr, 25_asuLevel, 25_cqi, 25_dbm, 25_level, 25_rsrp, 25_rsrq, 25_rssnr, timestamp, label
24.7882254,120.9942433,10.083000183105469,158.36703491210938,0.0,-14.04,-43.02,-0.17999999,166.46263,181_69,181_14,181_-71,181_3,181_-71,181_-8,181_18,16,SIDEWALK
24.7882139,120.9942524,10.024999618530273,156.75624084472656,0.0,-16.74,-28.859999,-28.92,-22.62946,181_69,181_14,181_-71,181_3,181_-71,181_-8,181_18,16,SIDEWALK
24.7882139,120.9942524,10.024999618530273,156.75624084472656,0.0,-18.72,-32.82,-24.66,142.37732,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7882139,120.9942524,10.024999618530273,156.75624084472656,0.0,-8.5199995,-44.579998,8.88,-160.30203,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7882139,120.9942524,10.024999618530273,156.75624084472656,0.0,-13.62,-41.82,-14.759999,156.88239,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7882139,120.9942524,10.024999618530273,156.75624084472656,0.0,-13.38,-21.3,-36.96,-91.68174,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881947,120.9942679,9.991000175476074,154.17282104492188,0.0,-28.56,-30.84,-17.22,131.3104,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881947,120.9942679,9.991000175476074,154.17282104492188,0.0,-16.8,-41.82,6.0,-159.27379,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881947,120.9942679,9.991000175476074,154.17282104492188,0.0,-18.9,-31.56,-26.039999,120.62803,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881947,120.9942679,9.991000175476074,154.17282104492188,0.0,-14.4,-20.039999,-36.6,-108.703064,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881904,120.9942764,10.02400016784668,151.34625244140625,0.0,-21.18,-38.399998,-7.3199997,157.10706,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881904,120.9942764,10.02400016784668,151.34625244140625,0.0,-18.18,-40.739998,-9.24,154.27208,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881825,120.9942844,9.899999618530273,150.02291870117188,0.0,-15.96,-27.359999,-31.8,36.2118,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881825,120.9942844,9.899999618530273,150.02291870117188,0.0,-20.34,-25.199999,-29.46,116.28574,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881825,120.9942844,9.899999618530273,150.02291870117188,0.0,-15.24,-36.78,-18.96,142.44435,181_68,181_15,181_-72,181_3,181_-72,181_-8,181_27,16,SIDEWALK
24.7881825,120.9942844,9.899999618530273,150.02291870117188,0.0,-20.22,-32.219997,-24.96,139.97133,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881766,120.9942954,9.85099983215332,146.3462371826172,0.0,-16.38,-13.98,-38.16,-80.06199,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881766,120.9942954,9.85099983215332,146.3462371826172,0.0,-18.18,-33.36,-23.279999,139.50807,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881691,120.994305,9.888999938964844,144.0487823486328,0.0,-15.299999,-41.16,-11.28,160.82356,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881691,120.994305,9.888999938964844,144.0487823486328,0.0,-19.98,-24.779999,-31.92,98.667625,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881691,120.994305,9.888999938964844,144.0487823486328,0.0,-19.98,-16.14,-35.7,85.8147,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881617,120.9943143,9.928000450134277,142.07717895507812,0.0,-20.279999,-39.78,-4.98,177.09547,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881617,120.9943143,9.928000450134277,142.07717895507812,0.0,-19.74,-36.6,-16.08,144.90816,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881551,120.9943236,9.968000411987305,140.3024444580078,0.0,-17.94,-17.88,-36.3,-69.99051,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881551,120.9943236,9.968000411987305,140.3024444580078,0.0,-19.859999,-28.26,-28.08,133.81737,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881551,120.9943236,9.968000411987305,140.3024444580078,0.0,-16.08,-42.12,-11.04,156.19089,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881483,120.9943329,9.973999977111816,138.79544067382812,0.0,-21.72,-26.279999,-28.5,116.24406,181_65,181_15,181_-75,181_3,181_-75,181_-6,181_19,16,SIDEWALK
24.7881483,120.9943329,9.973999977111816,138.79544067382812,0.0,-15.24,-15.299999,-38.579998,-78.295204,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.788142,120.9943417,9.916000366210938,137.4158935546875,0.0,-19.92,-38.1,-11.04,151.32767,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.788142,120.9943417,9.916000366210938,137.4158935546875,0.0,-20.58,-40.32,-2.6399999,158.28194,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.788142,120.9943417,9.916000366210938,137.4158935546875,0.0,-25.5,-19.14,-32.399998,16.566153,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.788142,120.9943417,9.916000366210938,137.4158935546875,0.0,-19.439999,-15.599999,-36.18,73.34504,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881352,120.994351,9.82699966430664,136.16493225097656,0.0,-20.22,-37.92,-13.08,154.18428,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881352,120.994351,9.82699966430664,136.16493225097656,0.0,-22.439999,-32.94,-22.26,135.02693,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881281,120.994361,9.626999855041504,134.86553955078125,0.0,-15.54,-12.84,-38.1,-1.4033428,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881281,120.994361,9.626999855041504,134.86553955078125,0.0,-21.24,-34.92,-16.14,143.34198,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881281,120.994361,9.626999855041504,134.86553955078125,0.0,-20.58,-40.86,-3.4199998,176.47563,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881214,120.9943696,9.661999702453613,133.8907470703125,0.0,-29.099998,-23.039999,-25.32,106.68155,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881214,120.9943696,9.661999702453613,133.8907470703125,0.0,-14.46,-15.0,-38.219997,-88.10579,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881214,120.9943696,9.661999702453613,133.8907470703125,0.0,-21.48,-37.14,-11.82,148.14168,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881214,120.9943696,9.661999702453613,133.8907470703125,0.0,-20.58,-38.16,-13.679999,147.1697,181_62,181_15,181_-78,181_3,181_-78,181_-6,181_16,16,SIDEWALK
24.7881158,120.9943808,9.76099967956543,131.30015563964844,0.0,-16.8,-15.48,-36.239998,-48.640873,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7881158,120.9943808,9.76099967956543,131.30015563964844,0.0,-16.92,-23.22,-33.18,127.8873,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7881102,120.9943922,9.770999908447266,129.92648315429688,0.0,-16.56,-41.94,-8.7,162.12599,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7881102,120.9943922,9.770999908447266,129.92648315429688,0.0,-18.539999,-30.119999,-27.0,132.36821,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7881102,120.9943922,9.770999908447266,129.92648315429688,0.0,-7.02,-15.059999,-39.36,-61.43837,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7881043,120.9944037,9.78600025177002,128.72767639160156,0.0,-17.76,-32.82,-24.18,138.28406,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7881043,120.9944037,9.78600025177002,128.72767639160156,0.0,-15.24,-40.32,-16.26,148.76811,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880997,120.9944142,9.824999809265137,127.38893127441406,0.0,-21.6,-19.26,-33.6,66.54787,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880997,120.9944142,9.824999809265137,127.38893127441406,0.0,-18.539999,-14.04,-36.899998,-116.61529,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880997,120.9944142,9.824999809265137,127.38893127441406,0.0,-24.119999,-36.6,-13.38,151.1151,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880997,120.9944142,9.824999809265137,127.38893127441406,0.0,-19.02,-33.54,-23.4,137.6528,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880945,120.9944266,9.809000015258789,126.05494689941406,0.0,-13.139999,-12.48,-40.5,-60.61854,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880945,120.9944266,9.809000015258789,126.05494689941406,0.0,-20.16,-26.34,-28.5,126.879234,181_65,181_2147483647,181_-75,181_2,181_-75,181_-9,181_0,16,SIDEWALK
24.7880894,120.9944386,9.920000076293945,124.71244049072266,0.0,-15.9,-41.52,-9.719999,166.45667,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880894,120.9944386,9.920000076293945,124.71244049072266,0.0,-13.86,-29.16,-32.04,125.61215,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880845,120.9944504,10.001999855041504,123.16474151611328,0.0,-6.12,-11.58,-41.399998,-65.96864,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880845,120.9944504,10.001999855041504,123.16474151611328,0.0,-19.38,-29.22,-27.24,131.50667,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880845,120.9944504,10.001999855041504,123.16474151611328,0.0,-15.78,-35.579998,-22.8,140.88326,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880799,120.9944634,10.017999649047852,121.78437805175781,0.0,-12.9,-16.68,-39.719997,95.23228,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880799,120.9944634,10.017999649047852,121.78437805175781,0.0,-10.08,-3.48,-42.66,-49.329704,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880799,120.9944634,10.017999649047852,121.78437805175781,0.0,-20.82,-27.48,-27.18,123.86857,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880799,120.9944634,10.017999649047852,121.78437805175781,0.0,-19.74,-27.0,-28.5,128.92271,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880756,120.9944784,10.038000106811523,119.96654510498047,0.0,-9.059999,-3.48,-41.879997,-80.72234,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880756,120.9944784,10.038000106811523,119.96654510498047,0.0,-12.48,-3.4199998,-40.68,90.68665,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880711,120.9944902,10.034000396728516,118.95037841796875,0.0,-15.66,-27.539999,-30.84,61.69559,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880711,120.9944902,10.034000396728516,118.95037841796875,0.0,-8.16,-11.04,-40.559998,88.570755,181_63,181_2147483647,181_-77,181_3,181_-77,181_-7,181_12,16,SIDEWALK
24.7880711,120.9944902,10.034000396728516,118.95037841796875,0.0,-3.8999999,0.17999999,-43.079998,-78.454765,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880678,120.9945053,9.996999740600586,116.08306121826172,0.0,-18.779999,-25.38,-31.26,123.55745,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880678,120.9945053,9.996999740600586,116.08306121826172,0.0,-17.16,-28.619999,-29.279999,125.60767,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880642,120.9945177,9.98799991607666,114.90093994140625,0.0,-8.099999,-5.2799997,-41.7,-8.046745,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880642,120.9945177,9.98799991607666,114.90093994140625,0.0,-11.759999,-2.58,-41.34,76.96138,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880642,120.9945177,9.98799991607666,114.90093994140625,0.0,-16.68,-24.96,-30.96,106.83164,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880642,120.9945177,9.98799991607666,114.90093994140625,0.0,-16.08,-10.32,-39.36,108.26209,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880618,120.9945329,9.937000274658203,112.0434341430664,0.0,-10.679999,8.7,-40.14,-38.76256,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880618,120.9945329,9.937000274658203,112.0434341430664,0.0,-19.5,-23.519999,-31.8,122.25459,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880618,120.9945329,9.937000274658203,112.0434341430664,0.0,-24.72,-31.08,-20.039999,127.67092,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880587,120.994547,10.031999588012695,110.58210754394531,0.0,-18.0,-6.66,-38.579998,30.866909,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880587,120.994547,10.031999588012695,110.58210754394531,0.0,-13.0199995,-5.2799997,-40.32,57.571404,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880568,120.9945605,10.104999542236328,101.68388366699219,0.0,-21.0,-33.48,-20.279999,141.79523,181_59,181_2147483647,181_-81,181_2,181_-81,181_-8,181_3,16,SIDEWALK
24.7880568,120.9945605,10.104999542236328,101.68388366699219,0.0,-22.26,-22.38,-31.26,121.76812,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880568,120.9945605,10.104999542236328,101.68388366699219,0.0,-12.24,-2.34,-41.46,-67.81271,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880585,120.9945745,10.067000389099121,94.9122085571289,0.0,-17.46,-28.08,-28.619999,129.71886,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880585,120.9945745,10.067000389099121,94.9122085571289,0.0,-22.859999,-34.5,-13.799999,-154.30057,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880608,120.9945877,10.005000114440918,94.10941314697266,0.0,-17.64,-11.04,-37.079998,62.201473,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880608,120.9945877,10.005000114440918,94.10941314697266,0.0,-14.94,-2.04,-38.7,17.448423,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880608,120.9945877,10.005000114440918,94.10941314697266,0.0,-24.66,-33.12,-16.26,144.89119,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880608,120.9945877,10.005000114440918,94.10941314697266,0.0,-19.08,-23.4,-31.14,122.30019,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880632,120.994602,9.928999900817871,91.72698974609375,0.0,-4.74,0.96,-41.16,-65.31927,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880632,120.994602,9.928999900817871,91.72698974609375,0.0,-15.54,-9.599999,-38.219997,104.86577,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880632,120.994602,9.928999900817871,91.72698974609375,0.0,-18.0,-33.84,-24.24,122.51552,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880643,120.9946144,9.87399959564209,88.79718017578125,0.0,-17.88,-12.3,-36.18,93.71645,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880643,120.9946144,9.87399959564209,88.79718017578125,0.0,0.84,6.2999997,-40.32,-32.651768,181_55,181_2147483647,181_-85,181_2,181_-85,181_-12,181_-3,33_54,33_0,33_-86,33_2,33_-86,33_-11,33_0,16,SIDEWALK
24.7880643,120.9946144,9.87399959564209,88.79718017578125,0.0,-16.8,-22.68,-32.219997,121.80708,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880643,120.9946144,9.87399959564209,88.79718017578125,0.0,-21.72,-29.22,-24.48,129.84044,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880658,120.9946288,9.920000076293945,86.9012451171875,0.0,-13.799999,-8.22,-38.219997,37.064632,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880669,120.9946418,9.98799991607666,85.25174713134766,0.0,-8.099999,0.71999997,-40.32,-3.1730268,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880669,120.9946418,9.98799991607666,85.25174713134766,0.0,-20.46,-26.039999,-28.26,110.00717,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880669,120.9946418,9.98799991607666,85.25174713134766,0.0,-19.02,-22.98,-31.199999,119.62796,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880693,120.9946546,9.895000457763672,85.61939239501953,0.0,-0.35999998,1.02,-40.44,-78.22611,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880693,120.9946546,9.895000457763672,85.61939239501953,0.0,-9.84,1.62,-40.92,68.950645,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880693,120.9946546,9.895000457763672,85.61939239501953,0.0,-22.439999,-27.779999,-27.48,101.40931,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880718,120.9946668,9.748000144958496,84.68415069580078,0.0,-16.38,-15.36,-36.899998,114.72759,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880718,120.9946668,9.748000144958496,84.68415069580078,0.0,-0.24,10.8,-39.18,-34.466064,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880723,120.9946797,9.760000228881836,82.92417907714844,0.0,-11.759999,-7.74,-38.94,105.52428,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880723,120.9946797,9.760000228881836,82.92417907714844,0.0,-18.3,-19.5,-34.62,113.5261,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880723,120.9946797,9.760000228881836,82.92417907714844,0.0,-13.679999,3.8999999,-37.559998,49.808216,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880723,120.9946797,9.760000228881836,82.92417907714844,0.0,-7.62,14.639999,-36.0,1.521755,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.788073,120.9946932,9.8149995803833,80.5703125,0.0,-19.02,-14.16,-35.219997,109.69679,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.788073,120.9946932,9.8149995803833,80.5703125,0.0,-19.02,-16.68,-34.26,111.948906,181_51,181_2147483647,181_-89,181_2,181_-89,181_-14,181_-4,33_55,33_0,33_-85,33_2,33_-85,33_-11,33_0,16,SIDEWALK
24.7880751,120.9947063,9.897000312805176,77.35828399658203,0.0,-6.8399997,10.0199995,-38.94,-56.384026,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880751,120.9947063,9.897000312805176,77.35828399658203,0.0,-15.179999,3.48,-39.3,64.36322,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880751,120.9947063,9.897000312805176,77.35828399658203,0.0,-26.82,-21.359999,-28.32,84.891365,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880751,120.9947063,9.897000312805176,77.35828399658203,0.0,-18.42,-3.24,-38.04,86.042984,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880795,120.9947201,9.913000106811523,75.50152587890625,0.0,-5.16,12.96,-39.42,-60.76025,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880836,120.9947335,9.92300033569336,73.95536804199219,0.0,-26.4,-8.94,-34.02,101.77129,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880836,120.9947335,9.92300033569336,73.95536804199219,0.0,-33.6,-14.58,-24.42,108.227615,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880836,120.9947335,9.92300033569336,73.95536804199219,0.0,-29.76,4.44,-28.38,53.25052,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880836,120.9947335,9.92300033569336,73.95536804199219,0.0,-23.64,8.46,-32.94,59.285755,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880875,120.9947482,9.925000190734863,74.69670104980469,0.0,-28.38,5.58,-29.76,76.59036,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880875,120.9947482,9.925000190734863,74.69670104980469,0.0,-34.68,3.06,-25.859999,82.11559,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.78809,120.9947618,9.913999557495117,75.02107238769531,0.0,-29.46,11.759999,-27.06,-0.13618174,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.78809,120.9947618,9.913999557495117,75.02107238769531,0.0,-32.219997,9.0,-26.16,54.93193,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.78809,120.9947618,9.913999557495117,75.02107238769531,0.0,-36.3,3.3,-22.26,83.26718,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.78809,120.9947618,9.913999557495117,75.02107238769531,0.0,-32.88,6.18,-26.279999,58.608425,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.78809,120.9947618,9.913999557495117,75.02107238769531,0.0,-23.22,12.96,-31.859999,-6.1643734,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880957,120.9947861,9.939000129699707,74.09553527832031,0.0,-23.939999,7.3799996,-33.42,77.382576,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880957,120.9947861,9.939000129699707,74.09553527832031,0.0,-21.119999,12.48,-33.54,72.2264,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880957,120.9947861,9.939000129699707,74.09553527832031,0.0,-1.4399999,23.58,-32.1,-7.18223,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880957,120.9947861,9.939000129699707,74.09553527832031,0.0,-5.46,22.5,-33.3,32.87937,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7880957,120.9947861,9.939000129699707,74.09553527832031,0.0,-15.48,22.859999,-30.179998,50.17734,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7881015,120.9947989,9.95300006866455,69.36856079101562,0.0,-25.8,17.76,-27.42,64.42728,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7881015,120.9947989,9.95300006866455,69.36856079101562,0.0,-7.2599998,26.64,-29.279999,-6.3995786,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
24.7881015,120.9947989,9.95300006866455,69.36856079101562,0.0,-13.86,13.74,-36.42,67.812935,33_60,33_2147483647,33_-80,33_2,33_-80,33_-10,33_3,16,SIDEWALK
