lat, lon, acc, bear, bearAcc, magnetometer_x, magnetometer_y, magnetometer_z, heading, 33_asuLevel, 33_cqi, 33_dbm, 33_level, 33_rsrp, 33_rsrq, 33_rssnr, 25_asuLevel, 25_cqi, 25_dbm, 25_level, 25_rsrp, 25_rsrq, 25_rssnr, timestamp, label
24.7896268,120.9948484,10.036999702453613,312.8564147949219,0.0,43.559998,-3.48,-23.22,31.966442,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896268,120.9948484,10.036999702453613,312.8564147949219,0.0,39.3,4.74,-24.119999,10.532388,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896329,120.9948354,9.932999610900879,310.9981994628906,0.0,50.64,-1.14,-8.28,-91.639824,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896329,120.9948354,9.932999610900879,310.9981994628906,0.0,48.899998,-7.5,-5.7,-109.84055,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896389,120.9948246,9.809000015258789,310.4044494628906,0.0,41.7,-3.6599998,-23.16,76.8864,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896389,120.9948246,9.809000015258789,310.4044494628906,0.0,40.559998,1.56,-23.88,-35.931004,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896389,120.9948246,9.809000015258789,310.4044494628906,0.0,48.719997,-4.92,-7.62,-111.98865,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896446,120.9948154,9.781999588012695,310.06396484375,0.0,46.98,-7.08,-10.5,-99.3874,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896446,120.9948154,9.781999588012695,310.06396484375,0.0,36.48,-1.8,-28.26,73.29922,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896446,120.9948154,9.781999588012695,310.06396484375,0.0,41.28,0.65999997,-21.96,-67.153275,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896446,120.9948154,9.781999588012695,310.06396484375,0.0,48.42,-7.2,-7.3799996,-139.38689,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896502,120.9948068,9.633999824523926,309.6138916015625,0.0,45.84,-7.3199997,-13.259999,-81.821785,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896502,120.9948068,9.633999824523926,309.6138916015625,0.0,37.92,-3.06,-26.039999,165.59549,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896566,120.9947972,9.640000343322754,309.4448547363281,0.0,45.719997,-5.7599998,-11.82,-78.52533,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896566,120.9947972,9.640000343322754,309.4448547363281,0.0,45.899998,-15.48,-6.2999997,-147.15038,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896566,120.9947972,9.640000343322754,309.4448547363281,0.0,43.379997,-12.54,-16.199999,-82.44638,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896566,120.9947972,9.640000343322754,309.4448547363281,0.0,40.86,-4.5,-19.859999,-69.16342,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896614,120.9947871,9.63599967956543,308.4521789550781,0.0,46.559998,-11.759999,-4.74,-114.389694,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896614,120.9947871,9.63599967956543,308.4521789550781,0.0,45.12,-15.0,-5.52,-120.603,25_47,25_2147483647,25_-93,25_2,25_-93,25_-15,25_-3,181_45,181_0,181_-95,181_2,181_-95,181_-17,181_0,195_42,195_0,195_-98,195_2,195_-98,195_-19,195_0,189_43,189_0,189_-97,189_2,189_-97,189_-19,189_0,33_60,33_0,33_-80,33_2,33_-80,33_-12,33_0,188_74,188_0,188_-66,188_2,188_-66,188_-4,188_0,16,SIDEWALK
24.7896663,120.9947775,9.652000427246094,307.5442199707031,0.0,42.0,-4.44,-17.88,-165.53584,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896663,120.9947775,9.652000427246094,307.5442199707031,0.0,45.84,-0.9,-12.059999,-83.7545,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896663,120.9947775,9.652000427246094,307.5442199707031,0.0,46.8,-11.34,-4.8599997,-138.3651,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896686,120.9947661,9.680999755859375,304.9064636230469,0.0,45.36,-11.04,-8.099999,-94.02955,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896686,120.9947661,9.680999755859375,304.9064636230469,0.0,42.36,-1.5,-18.24,-133.00525,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896686,120.9947661,9.680999755859375,304.9064636230469,0.0,44.64,-6.24,-8.88,-84.66897,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896709,120.9947563,9.70199966430664,303.1282958984375,0.0,44.82,-15.179999,-2.8799999,-156.99556,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896709,120.9947563,9.70199966430664,303.1282958984375,0.0,42.12,-12.36,-15.24,-117.33396,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896709,120.9947563,9.70199966430664,303.1282958984375,0.0,37.2,-6.8399997,-24.9,156.12872,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896742,120.9947455,9.767000198364258,301.5853271484375,0.0,44.1,-13.92,-7.7999997,-119.179054,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896742,120.9947455,9.767000198364258,301.5853271484375,0.0,43.14,-17.76,-5.8199997,-111.86412,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.789676,120.9947356,9.803000450134277,299.8116455078125,0.0,37.98,-10.44,-22.8,162.96883,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.789676,120.9947356,9.803000450134277,299.8116455078125,0.0,40.379997,-8.22,-18.84,-95.519745,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.789676,120.9947356,9.803000450134277,299.8116455078125,0.0,46.02,-19.56,1.4399999,-156.313,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896774,120.9947247,9.940999984741211,297.7666931152344,0.0,43.26,-15.9,-12.96,-96.4776,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896774,120.9947247,9.940999984741211,297.7666931152344,0.0,39.899998,-11.4,-20.76,125.101814,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896783,120.9947125,9.960000038146973,295.56195068359375,0.0,47.399998,-14.5199995,-1.3199999,-107.27047,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896783,120.9947125,9.960000038146973,295.56195068359375,0.0,45.719997,-20.039999,3.48,-126.4168,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896783,120.9947125,9.960000038146973,295.56195068359375,0.0,45.239998,-14.639999,-9.719999,-164.69511,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896783,120.9947125,9.960000038146973,295.56195068359375,0.0,45.36,-7.7999997,-13.74,-89.13369,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896792,120.9946989,9.946000099182129,293.4689025878906,0.0,46.14,-18.359999,2.7,-147.65205,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896792,120.9946989,9.946000099182129,293.4689025878906,0.0,45.719997,-19.199999,-8.28,-109.7131,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896792,120.9946989,9.946000099182129,293.4689025878906,0.0,41.46,-7.3199997,-17.88,130.9746,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896792,120.9946989,9.946000099182129,293.4689025878906,0.0,46.62,-3.12,-4.3199997,-63.151054,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896802,120.9946865,9.932999610900879,291.4111633300781,0.0,45.6,-19.98,1.62,-163.78896,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896819,120.994676,9.954000473022461,290.169677734375,0.0,35.219997,-16.74,-23.519999,-100.8071,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896819,120.994676,9.954000473022461,290.169677734375,0.0,34.8,-13.139999,-25.08,-174.46075,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896819,120.994676,9.954000473022461,290.169677734375,0.0,36.3,-21.18,-19.32,-120.66294,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896819,120.994676,9.954000473022461,290.169677734375,0.0,34.62,-26.519999,-15.54,-127.27443,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896813,120.9946652,9.993000030517578,287.46392822265625,0.0,39.3,-16.26,-19.32,160.7917,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896813,120.9946652,9.993000030517578,287.46392822265625,0.0,41.76,-15.48,-12.96,-105.000114,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896829,120.9946523,10.11299991607666,286.66473388671875,0.0,39.6,-26.16,-0.59999996,-170.0121,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896829,120.9946523,10.11299991607666,286.66473388671875,0.0,40.98,-22.26,-10.2,-117.83367,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896829,120.9946523,10.11299991607666,286.66473388671875,0.0,38.94,-11.5199995,-21.0,-175.40695,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896843,120.9946389,10.144000053405762,285.59881591796875,0.0,44.1,-16.92,-6.96,-105.61871,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896843,120.9946389,10.144000053405762,285.59881591796875,0.0,41.219997,-23.699999,-5.2799997,-133.23656,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896843,120.9946389,10.144000053405762,285.59881591796875,0.0,40.379997,-17.22,-14.34,-149.43552,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896843,120.9946389,10.144000053405762,285.59881591796875,0.0,40.92,-13.2,-17.4,-98.10518,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896837,120.9946253,10.197999954223633,283.539794921875,0.0,40.14,-23.82,-7.9199996,-130.29646,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
24.7896837,120.9946253,10.197999954223633,283.539794921875,0.0,38.46,-26.46,-7.56,-120.014786,25_51,25_2147483647,25_-89,25_2,25_-89,25_-13,25_7,33_65,33_0,33_-75,33_2,33_-75,33_-14,33_0,181_48,181_0,181_-92,181_2,181_-92,181_-16,181_0,189_59,189_0,189_-81,189_2,189_-81,189_-18,189_0,188_75,188_0,188_-65,188_2,188_-65,188_-5,188_0,16,SIDEWALK
