lat,lon,bear,heading,magx_kalman,magy_kalman,magz_kalman,magx_lowess,magy_lowess,magz_lowess,mag,mag_kalman,mag_lowess,timestamp,intersection_points,33_dbm,25_dbm,181_dbm,189_dbm,208_dbm,200_dbm,label
24.789299800000002,120.9950678,355.0055847167969,-35.15591,12.172297230635996,10.997156053045765,-22.087949544166705,31.253091780661244,20.336655497734178,-30.560961949605428,41.05249684294491,27.51326545853189,48.21107443284362,16,0,-85.0,-90.0,0.0,0.0,0.0,0.0,0
24.789299800000002,120.9950678,355.0055847167969,86.44518000000001,13.746699419670456,11.82478304868601,-24.975089591930235,31.347404307774724,20.131335801848543,-30.372528592843427,41.893966152657356,30.86344665147109,48.066838164424475,16,0,-85.0,-90.0,0.0,0.0,0.0,0.0,0
24.789299800000002,120.9950678,355.0055847167969,-17.007738,16.04766096430293,12.939804065230671,-26.50953690020953,31.44134302298196,19.925732301403666,-30.184335709799022,42.28467568375107,33.58156485834665,47.923762175750205,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.789299800000002,120.9950678,355.0055847167969,-70.08776,18.10361243902613,13.619535411017804,-27.41573343157886,31.534903833563092,19.71984256551031,-29.996386825125576,43.7341559881976,35.56479956003999,47.78185401554811,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.789299800000002,120.9950678,355.0055847167969,-18.081478,18.91437766494802,13.514563296494588,-28.84434103441975,31.6280828855419,19.513664281490556,-29.808685402983986,42.73369108701004,37.045824505025585,47.64112137806476,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893159,120.99506389999999,354.2757263183594,105.75786000000001,19.3382027740215,13.223631433240943,-29.952686744285323,31.72087637468677,19.307195108445075,-29.621235179083282,42.799518487011056,38.026227238744795,47.501572126281125,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893159,120.99506389999999,354.2757263183594,-19.708565,20.69787890619145,13.3800359385951,-30.11067312450116,31.813280684512193,19.1004328732419,-29.43403985159677,42.57290612913336,38.91118334032027,47.363214268482274,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893159,120.99506389999999,354.2757263183594,-79.084305,21.89978967898111,13.161681864627754,-30.116239919123178,31.905292492575253,18.893375706039436,-29.24710282684376,43.86315994088889,39.49453841172811,47.22605592647254,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893159,120.99506389999999,354.2757263183594,31.999109999999998,21.92555992581105,12.406723317253991,-31.02589337401015,31.99690866705377,18.68602186013203,-29.060427481265048,43.40364500822483,39.96577312134312,47.09010535769672,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893159,120.99506389999999,354.2757263183594,98.47803499999999,22.111293849233956,11.908117976030969,-31.40282184536936,32.08812607506069,18.478369667321353,-28.874017442214974,42.35868054460626,40.21007099310135,46.955370979521675,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893325,120.99506219999999,358.8094482421875,-21.425320000000003,23.329772023665832,11.787018875534317,-31.02370388070576,32.17894181023061,18.270417763171583,-28.68787614822222,42.87834418444817,40.56700973853189,46.82186133808395,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893325,120.99506219999999,358.8094482421875,-68.19898,24.215275958234773,11.358206810036643,-30.744237372629406,32.269353264609755,18.06216512899404,-28.502006718881198,44.71767435813272,40.75041819782477,46.689585094176806,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893325,120.99506219999999,358.8094482421875,58.183342,24.00675082004873,10.386595468030091,-31.345157815119705,32.35935794898556,17.853610931808664,-28.31641226655642,42.8945031443424,40.825535744276195,46.558551027975085,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893325,120.99506219999999,358.8094482421875,74.4325,24.32220445731309,9.848946468839506,-31.341842199147436,32.448953347403595,17.644754477434144,-28.13109610213481,42.72821543308356,40.876429010441534,46.42876804114505,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893325,120.99506219999999,358.8094482421875,-62.48791,25.630158156189367,9.552252594798723,-30.603305928639056,32.53813719262817,17.43559541817461,-27.94606129186045,44.17833858351851,41.04525393401768,46.30024515357327,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893514,120.99506170000001,355.7416076660156,-49.268257,26.168114585718325,8.753167950055424,-30.413979665808785,32.626907495569704,17.226133759698985,-27.761310601629248,43.32220216009338,41.06578051426019,46.172991492339285,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893514,120.99506170000001,355.7416076660156,99.94374,26.369189743546485,7.373706433325092,-30.448925460852024,32.715262290497584,17.01636969693428,-27.57684687093211,43.14801038286702,40.9492707629396,46.04701627403924,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893514,120.99506170000001,355.7416076660156,-12.214719,27.844788722203404,7.357998922379046,-29.59243292340519,32.80319970193668,16.806303569561113,-27.392672923630794,42.604605378104374,41.293879612505684,45.92232877651564,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893514,120.99506170000001,355.7416076660156,175.36305,29.77665398507288,7.779318561946452,-28.19855736824669,32.890718142673386,16.59593590622027,-27.208791243322434,46.597637552734405,41.74117340810271,45.798938300651194,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0
24.7893514,120.99506170000001,355.7416076660156,-51.188354,30.477686882539675,8.251320749144485,-27.808299129505098,32.977816206943174,16.38526759639438,-27.02520410248483,45.6436369803722,42.07463835009669,45.67685423456106,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0
