21_52_35 Location[fused 24.792070,121.009431 acc=50 et=+3m22s65ms] 10754
21_57_34 Location[fused 24.792070,121.009431 acc=50 et=+8m21s466ms] 10074
22_02_34 Location[fused 24.792070,121.009431 acc=33 et=+13m21s614ms] 10150
22_07_36 Location[fused 24.792365,121.009305 acc=6 et=+18m23s92ms alt=40.8 vel=0.7803189 bear=148.0] 11619
22_12_35 Location[fused 24.791497,121.009823 acc=6 et=+23m22s79ms alt=16.7 vel=0.6742861 bear=341.0] 10532
22_17_35 Location[fused 24.791252,121.009317 acc=6 et=+28m22s76ms alt=14.8 vel=0.379865 bear=149.0] 10470
22_22_35 Location[fused 24.791295,121.009948 acc=6 et=+33m22s70ms alt=16.0 vel=0.5661944 bear=355.0] 10401
22_27_36 Location[fused 24.791337,121.009958 acc=6 et=+38m23s55ms alt=15.5 vel=0.0] 11338
22_32_38 Location[fused 24.792050,121.008837 acc=33 et=+43m25s561ms] 13768
22_37_36 Location[fused 24.791127,121.009983 acc=5 et=+48m23s300ms alt=6.0 vel=0.0] 11447
22_42_35 Location[fused 24.791198,121.010163 acc=6 et=+53m22s407ms alt=6.3 vel=0.0] 10492
22_47_35 Location[fused 24.791275,121.010010 acc=6 et=+58m22s69ms alt=6.9 vel=1.1426834 bear=138.0] 10087
22_52_39 Location[fused 24.792050,121.008837 acc=50 et=+1h3m26s170ms] 14135
23_44_55 Location[fused 24.790963,121.010517 acc=6 et=+1h55m42s238ms alt=7.4 vel=0.0 bear=0.0] 2850137
23_45_05 Location[fused 24.790963,121.010517 acc=6 et=+1h55m52s558ms alt=7.4 vel=0.0 bear=0.0] 10274
01_37_01 Location[fused 24.792050,121.008837 acc=33 et=+3h47m48s177ms] 2825858
01_37_14 Location[fused 24.792050,121.008837 acc=32 et=+3h48m1s435ms] 13232
01_42_15 Location[fused 24.792050,121.008837 acc=33 et=+3h53m2s16ms] 13743
03_19_51 Location[fused 24.792050,121.008837 acc=23 et=+5h30m38s825ms] 1970475
03_20_04 Location[fused 24.792065,121.009315 acc=22 et=+5h30m50s930ms] 12185
03_25_05 Location[fused 24.792050,121.008837 acc=33 et=+5h35m52s693ms] 13810
03_30_05 Location[fused 24.792050,121.008837 acc=33 et=+5h40m52s675ms] 13717
03_35_05 Location[fused 24.792050,121.008837 acc=32 et=+5h45m52s912ms] 13877
03_40_05 Location[fused 24.792050,121.008837 acc=26 et=+5h50m52s858ms] 13752
03_45_04 Location[fused 24.791700,121.010218 acc=6 et=+5h55m51s84ms alt=24.1 vel=0.0] 11936
03_50_02 Location[fused 24.791657,121.009513 acc=6 et=+6h0m49s710ms alt=86.6 vel=0.0] 10497
03_55_02 Location[fused 24.791775,121.009453 acc=18 et=+6h5m49s326ms] 10146
04_00_02 Location[fused 24.791617,121.009468 acc=8 et=+6h10m49s701ms alt=113.1 vel=0.0] 10369
04_05_02 Location[fused 24.791770,121.009515 acc=6 et=+6h15m49s733ms alt=113.2 vel=0.0] 10391
04_10_05 Location[fused 24.791907,121.009737 acc=6 et=+6h20m52s919ms alt=118.0 vel=0.0] 13507
04_15_03 Location[fused 24.791768,121.009503 acc=6 et=+6h25m50s78ms alt=118.0 vel=0.68766886 bear=137.0] 10589
04_20_02 Location[fused 24.791940,121.009535 acc=6 et=+6h30m49s833ms alt=117.7 vel=0.8101728 bear=294.0] 10279
05_18_02 Location[fused 24.791658,121.009587 acc=8 et=+7h28m49s575ms alt=117.5 vel=0.6789186 bear=170.0] 3189951
05_18_16 Location[fused 24.792050,121.008837 acc=33 et=+7h29m3s346ms] 13705
07_20_16 Location[fused 24.792050,121.008837 acc=33 et=+9h31m3s942ms] 3434232
07_20_30 Location[fused 24.792050,121.008837 acc=50 et=+9h31m17s796ms] 13818
07_25_27 Location[fused 24.791152,121.010028 acc=7 et=+9h36m14s122ms alt=-5.6 vel=0.0 bear=0.0] 10066
10_47_22 Location[fused 24.792070,121.009431 acc=34 et=+12h58m9s389ms] 1025258
10_47_36 Location[fused 24.792070,121.009018 acc=28 et=+12h58m23s77ms] 13652
10_52_32 Location[fused 24.792070,121.009222 acc=20 et=+13h3m19s589ms] 10108
10_57_32 Location[fused 24.792050,121.008837 acc=33 et=+13h8m19s586ms] 10063
11_02_33 Location[fused 24.792477,121.008242 acc=6 et=+13h13m20s101ms alt=208.0 vel=0.40148333 bear=355.0] 10511
11_07_33 Location[fused 24.792393,121.008330 acc=6 et=+13h18m20s89ms alt=205.3 vel=0.07720833 bear=313.0] 10464
11_12_34 Location[fused 24.792318,121.008423 acc=6 et=+13h23m21s86ms alt=204.4 vel=0.03500111 bear=40.0] 11390
11_17_33 Location[fused 24.792208,121.008495 acc=6 et=+13h28m20s91ms alt=204.0 vel=0.21103612 bear=101.0] 10331
11_22_34 Location[fused 24.791965,121.008620 acc=6 et=+13h33m21s90ms alt=204.3 vel=0.66708 bear=148.0] 11274
11_27_33 Location[fused 24.792002,121.008610 acc=6 et=+13h38m20s90ms alt=207.8 vel=0.0] 10215
11_32_36 Location[fused 24.791437,121.009142 acc=6 et=+13h43m23s95ms alt=206.2 vel=0.0] 13163
11_37_34 Location[fused 24.791547,121.009097 acc=6 et=+13h48m21s90ms alt=201.5 vel=0.0] 11085
11_42_34 Location[fused 24.790622,121.009800 acc=6 et=+13h53m21s86ms alt=203.0 vel=0.0] 11024
11_47_33 Location[fused 24.792078,121.009050 acc=20 et=+13h58m20s485ms] 10445
11_52_33 Location[fused 24.792097,121.009285 acc=6 et=+14h3m20s681ms alt=201.9 vel=0.0] 10515
11_57_34 Location[fused 24.791855,121.009012 acc=6 et=+14h8m21s89ms alt=200.4 vel=0.8621597 bear=123.0] 10859
12_02_36 Location[fused 24.791643,121.009177 acc=6 et=+14h13m23s94ms alt=200.5 vel=0.0] 12815
12_07_36 Location[fused 24.792050,121.008837 acc=26 et=+14h18m23s676ms] 13305
12_12_33 Location[fused 24.791420,121.008882 acc=6 et=+14h23m20s909ms alt=199.7 vel=1.9832247 bear=149.0] 10509
12_17_34 Location[fused 24.791767,121.008378 acc=6 et=+14h28m21s83ms alt=199.3 vel=0.40199804 bear=143.0] 10621
12_22_36 Location[fused 24.792050,121.008837 acc=33 et=+14h33m23s791ms] 13275
12_27_36 Location[fused 24.792070,121.009431 acc=36 et=+14h38m23s927ms] 13340
12_32_36 Location[fused 24.792050,121.008837 acc=33 et=+14h43m23s938ms] 13277
12_37_37 Location[fused 24.792070,121.009431 acc=39 et=+14h48m24s303ms] 13570
12_42_37 Location[fused 24.792050,121.008837 acc=32 et=+14h53m24s548ms] 13750
13_31_30 Location[fused 24.793222,121.008815 acc=7 et=+15h42m17s400ms alt=198.7 vel=0.0 bear=0.0] 2646558
13_31_40 Location[fused 24.793222,121.008815 acc=7 et=+15h42m27s588ms alt=198.7 vel=0.0 bear=0.0] 10110
15_25_17 Location[fused 24.792050,121.008837 acc=33 et=+17h36m4s573ms] 2927048
15_25_32 Location[fused 24.792050,121.008837 acc=50 et=+17h36m19s553ms] 14950
15_30_27 Location[fused 24.792050,121.008837 acc=22 et=+17h41m14s736ms] 10109
15_35_27 Location[fused 24.792050,121.008837 acc=50 et=+17h46m14s766ms] 10114
16_42_27 Location[fused 24.792050,121.008837 acc=22 et=+18h53m14s378ms] 129682
16_45_27 Location[fused 24.794982,121.007527 acc=1200 et=+18h56m14s826ms] 10105
16_50_27 Location[fused 24.794982,121.007527 acc=1200 et=+19h1m14s877ms] 10111
16_55_27 Location[fused 24.794982,121.007527 acc=1200 et=+19h6m14s915ms] 10107
17_00_27 Location[fused 24.794982,121.007527 acc=1200 et=+19h11m14s959ms] 10106
17_05_31 Location[fused 24.794982,121.007527 acc=1200 et=+19h16m15s36ms] 13278
17_10_31 Location[fused 24.794982,121.007527 acc=1200 et=+19h21m15s81ms] 13306
17_15_28 Location[fused 24.794982,121.007527 acc=1200 et=+19h26m15s50ms] 10111
17_20_28 Location[fused 24.791873,121.008967 acc=6 et=+19h31m15s72ms alt=141.6 vel=0.0 bear=0.0] 10091
17_26_11 Location[fused 24.792140,121.008570 acc=6 et=+19h36m58s96ms alt=193.8 vel=0.0] 53122
17_30_33 Location[fused 24.790547,121.009043 acc=8 et=+19h41m20s250ms alt=193.2 vel=9.665969 bear=123.0] 15228
17_35_29 Location[fused 24.790628,121.016750 acc=7 et=+19h46m16s39ms alt=165.0 vel=0.0] 10981
